4568865155|1048438294159032390
171551803|570674305785004033
51738961|832352371035471904
1011011755|591041427207880715
523891730|958151510020218910
88050935|454723729243635722
61255550|987817063563268167
472629140|277038837534818304
1614852659|945418574607024191
2305356516|841459159567695882
4336969190|881019735066673152
502967088|467433327855403041
2270903718|796103743127945246
732536078|541539541513928704
512383763|540584149275115552
628595430|1104586654922047509
1970545630|822962028947570739
96078546|579068828554625045
474247517|709404973070418060
628595430|1069486071005597767
291839676|567101582416543799
381996393|716443863300046949
1417533041|411924497210540051
174170081|716739725498777732
2580532763|238467517436133376
864176370|515498133401239552
380269800|675554096903880735
698093551|336971606784081922
463862212|400829041642307585
1075761756|843286741884207154
169023794|338030379531239424
3361662116|830225501674668102
4290031735|480850344612724736
293781470|850535728592060436
3908567474|1030848354684522599
1477283541|821580368883875840
1571998036|1084944231325519912
175285983|364256681284075530
137272586|342422026809769984
153655333|717879338510581771
121048848|525404202646634514
105921960|702910819490463897
1507699155|729569374494523403
3733761618|991836858344546334
111634425|417117138898386945
2256170678|510285552445161472
1421995412|769697105559289886
3253479819|1036809019672764446
4163849087|1109971795693555764
266584205|1038961195790643291
4085195092|1054768047396769903
3752860562|729485278472831156
117940943|620608534207528971
244507901|802600006291816499
1416708843|789705008521150495
427451678|672615252344700948
99941202|310995855672999936
924076339|778325588489928724
205991545|978169572278558750
3625752524|795552881679794177
317895831|899078871025074177
4175411576|1005815855805907014
3255929153|931382088987443240
1342848314|801871045614895195
1254703698|870404458276847617
3638063429|619312727961108480
908499563|558238776766234634
1239668509|1071059243765088317
763508044|954522958368477234
240278539|852981677717979157
1946710448|852892602612580363
840189966|905720656900026368
2274861985|732672246589685831
3575132935|1013710704206938112
